name,highway,length_m,importance
,tertiary,748.8152410834168,5
,residential,502.96030012532634,6
,residential,474.9664325498186,6
,tertiary,397.73002036358776,5
,residential,373.24124932707196,6
,residential,212.3657702353245,6
,residential,1367.3550728409423,6
,residential,354.60748500771695,6
,residential,821.1649002360313,6
,residential,404.1072608393126,6
,residential,87.15235127879266,6
,residential,755.0391590569395,6
,residential,270.59960741910953,6
,tertiary,1938.8418603994496,5
,residential,196.87337943775148,6
,residential,158.55646269025453,6
,residential,112.0436642620135,6
,residential,720.5436313621461,6
,residential,139.26625611310817,6
,residential,213.94962810943798,6
,residential,880.0827901253531,6
,residential,477.80116022916116,6
,residential,538.9264772030759,6
,residential,1565.7208352755433,6
,residential,225.52948944866284,6
,residential,44.16264032377718,6
,residential,128.94845269049662,6
,residential,96.46389361761331,6
,residential,106.48475981187129,6
,residential,159.21857856175882,6
,residential,761.8645931947576,6
,residential,576.0903692943326,6
,residential,259.08647907121883,6
,residential,218.35310644041675,6
,residential,175.60427001370732,6
,residential,561.9663834522647,6
,residential,97.87709392925319,6
,residential,125.13596057365748,6
,residential,124.26443897127723,6
,residential,172.13658320410312,6
,residential,326.05871966149067,6
,residential,228.74507497514296,6
,residential,108.2992403885306,6
,residential,255.13156111260048,6
,residential,51.77005995168974,6
,residential,109.65671601708868,6
,residential,190.083443226752,6
,residential,192.70653186571366,6
,residential,227.3500537142608,6
,tertiary,14.361597073691254,5
,tertiary,3.4566285096681106,5
,residential,473.7647722565488,6
,residential,122.24913912453135,6
,tertiary,4171.281131824333,5
,residential,130.9502721857124,6
,residential,450.5128446575922,6
,residential,120.57963122788516,6
,residential,119.15451650560735,6
,residential,108.75238547372513,6
,residential,67.7177077733869,6
,tertiary,3531.455370693542,5
,tertiary,31.681046715253675,5
,residential,158.59230972656852,6
,residential,212.5652587755473,6
Sivrice - Gözeli yolu,secondary,61.528326067644606,4
Sivrice - Gözeli yolu,secondary,1964.044460614096,4
,residential,277.93564242738813,6
,residential,551.1667494473136,6
,residential,673.7964050312924,6
,residential,173.647977285767,6
,residential,314.5467710114182,6
,residential,528.68461627715,6
,residential,254.18558493433517,6
,residential,856.4613176771473,6
,residential,1320.6739589256176,6
,residential,660.6756412396495,6
,residential,511.86127154196356,6
,residential,257.34378358436135,6
,residential,1107.6408622711685,6
,residential,410.17649021023857,6
,residential,353.0207099436271,6
,residential,522.6364884427603,6
,residential,877.1779259886013,6
,residential,550.3744954196968,6
,residential,27.74621118595263,6
,residential,1060.140397597802,6
,residential,1587.4376424311715,6
,residential,864.8352751369628,6
,residential,225.70409707581646,6
,residential,856.3063136924959,6
,residential,358.76563408017427,6
,residential,537.4025252058824,6
,residential,998.7586943942028,6
,residential,988.6897665264033,6
,residential,723.9079130845247,6
,residential,324.8378567294249,6
,residential,242.3084753547706,6
,residential,41.2454669846178,6
,residential,87.09904916484584,6
,residential,108.08047714208004,6
,tertiary,3112.932247838604,5
,tertiary,12.884452096964177,5
,tertiary,235.92056580634653,5
,tertiary,11.296128158165907,5
,tertiary,32.833981693595824,5
,tertiary,683.0075624854078,5
,tertiary,4114.373970191259,5
,tertiary,1650.191915950724,5
,residential,167.21944779173165,6
,residential,198.48147804243544,6
,residential,109.08051156344142,6
,residential,12.775320803664883,6
,residential,1009.482539016172,6
,residential,423.2979063198485,6
,residential,130.0037275459027,6
,residential,87.32679427117006,6
,residential,61.5294962838276,6
,residential,351.8567835812699,6
,residential,354.34978984726797,6
,residential,1394.06489074553,6
,residential,182.25835435638064,6
,residential,44.846925256086855,6
,residential,164.02087212557976,6
,residential,126.81729578545676,6
,residential,86.04041154069671,6
,residential,304.01818627791073,6
,residential,272.8151341461965,6
,residential,284.9375987289299,6
,tertiary,368.14204849466466,5
,tertiary,18.038387619890273,5
,tertiary,23.3569243298884,5
,tertiary,1260.0109155304647,5
,residential,950.0899030269252,6
,residential,393.25990944903594,6
,residential,1911.0411605368092,6
,residential,314.1178057383862,6
,residential,59.08689212193018,6
,residential,129.7977970503652,6
,residential,123.94604695321122,6
,residential,93.9458330468709,6
,residential,46.08040106734289,6
,residential,204.22960041026258,6
,residential,184.83115027766252,6
,residential,71.3616499643946,6
,residential,61.46722456139442,6
,residential,690.4001304433441,6
,residential,690.4001304433441,6
,residential,575.9263960998503,6
,residential,139.12471475081188,6
,tertiary,1608.724762973642,5
,residential,154.04268152574525,6
,residential,256.9023177437108,6
,residential,49.84068385185069,6
,residential,77.3194377967412,6
,residential,48.69254591471316,6
,residential,2020.2988634341598,6
,residential,92.22597651029574,6
,residential,94.00538012540045,6
,residential,189.43780598530455,6
,residential,380.7936919096447,6
,residential,1542.383293804499,6
,residential,415.3067031848475,6
,residential,121.85578936010218,6
,residential,52.253771501224236,6
,residential,95.46990823937269,6
,residential,95.22435156458121,6
,residential,88.18712327448213,6
,residential,217.5514227338644,6
,residential,1241.8337913177709,6
,residential,260.6732997567643,6
,residential,253.15083022140345,6
,residential,314.1918002798784,6
,residential,108.78569412630591,6
,residential,320.6480427218247,6
,residential,122.31995200707036,6
,residential,146.50500212303456,6
,residential,60.49681777904446,6
,residential,195.8927686019428,6
,residential,281.35745400509563,6
,tertiary,369.36103979772497,5
,residential,120.32876721439871,6
,residential,129.83197474876084,6
,residential,839.6891056711555,6
,residential,207.64351435105903,6
,residential,111.41298740225545,6
,residential,204.27073776525947,6
,residential,121.23406386970989,6
,residential,443.7798716777569,6
,residential,227.4006788275936,6
,residential,356.8817326493817,6
,residential,281.4888499205005,6
,residential,295.3268595183647,6
,residential,818.8166727740969,6
,residential,872.7483061980689,6
,residential,1337.872486788127,6
,residential,221.0105591179685,6
,residential,93.49644544716838,6
,residential,169.0547829030532,6
,residential,138.93974777109725,6
,residential,259.11230773289947,6
,residential,188.11891916323853,6
,residential,79.82915980099003,6
,residential,218.88447089063595,6
,residential,85.39691483479946,6
,residential,161.9723844138298,6
,residential,84.40727604147138,6
,residential,98.5062121382308,6
,residential,71.04898857654287,6
,residential,72.3868450996416,6
,residential,100.38990077729164,6
,residential,68.2448885531828,6
,residential,76.69932019447641,6
,residential,120.05604642547411,6
,residential,109.25387360297171,6
,residential,355.05619509486087,6
,residential,232.2681611120607,6
,residential,182.72315536014764,6
,residential,269.07131291872037,6
,residential,12.084271687885982,6
,residential,218.71045856100238,6
,residential,43.077052811543396,6
,residential,52.57807691334112,6
,residential,346.1404367796983,6
,residential,740.3149116415723,6
,residential,1259.159272309302,6
,residential,119.04724279170472,6
,residential,524.1782249532193,6
,tertiary,1336.8572200247327,5
,residential,681.1155050745992,6
,residential,375.254595065775,6
,residential,105.5636169357482,6
,residential,33.14914298467193,6
,residential,282.0169503273656,6
,tertiary,5447.0954227994025,5
,residential,281.3846921459295,6
,residential,190.89720809802256,6
,residential,282.39881214208856,6
,residential,688.8332407627395,6
,residential,38.08597239562711,6
,residential,58.9591133876431,6
,residential,125.21307197190018,6
,tertiary,1278.2234236182044,5
,tertiary,16.071725044315535,5
,residential,61.76349782742058,6
,residential,85.44979813834117,6
,residential,379.07631769859216,6
,residential,229.22600174577505,6
,residential,249.62952557287778,6
,residential,164.46687097656303,6
,residential,86.95812873272304,6
,residential,336.3150918862699,6
,residential,787.063775735922,6
,residential,158.6846629452745,6
,residential,159.5726530609363,6
,residential,73.40686864500827,6
,residential,131.9338417216419,6
,residential,73.12032787064086,6
,residential,152.65408037596143,6
,residential,200.94670257695236,6
,residential,66.64807773491856,6
,residential,77.71872059792499,6
,residential,192.4469332538597,6
,residential,161.85481546976663,6
,residential,226.81149871308898,6
,residential,113.25744382739542,6
,residential,94.29431503335607,6
,residential,210.6640647735741,6
,residential,895.5702991146285,6
,residential,37.422119352454004,6
,residential,60.70962365291089,6
,residential,126.7483036045208,6
,residential,243.22551344559054,6
,residential,142.94143299200687,6
,residential,698.3407007042535,6
,residential,698.3407007042535,6
,residential,276.2517647846759,6
,residential,170.00718759045748,6
,residential,151.03524939151686,6
,residential,504.5889715620614,6
,residential,294.12524822488336,6
,residential,60.25812171879306,6
,residential,10.459232377265677,6
,residential,6.993336940406219,6
,residential,13.519904220798745,6
,residential,10.268768018772684,6
Kazım Karabekir Caddesi,tertiary,11.722032477982905,5
,residential,230.30438254471053,6
,residential,81.84819380843854,6
,residential,203.01774915769624,6
,residential,203.64827705974864,6
,residential,253.81037877457644,6
,tertiary,910.8600934018352,5
,tertiary,22.14063822924848,5
Elazığ-Bingöl yolu,trunk,19318.43777575748,2
,tertiary,6730.976811203341,5
,tertiary,2404.7517489177617,5
,tertiary,1380.920536169719,5
Denizli Köyü Yahyalı Mezrası Kümeevleri,residential,255.6128546985971,6
,residential,424.2715719802592,6
,residential,275.59987205178106,6
,tertiary,1693.255285453027,5
,tertiary,1154.079662160485,5
,tertiary,2972.9387651998854,5
,tertiary,2972.9387651998854,5
,residential,123.71531034200035,6
,residential,744.2118989132128,6
,residential,293.96856290033475,6
,residential,572.54953767514,6
,residential,402.30820721577527,6
,residential,1622.6465659607552,6
,residential,451.1602089703425,6
,residential,1315.502856215991,6
,residential,137.9247472834977,6
,residential,123.61082450217783,6
,residential,123.61082450217783,6
,residential,142.66735809539185,6
,residential,850.336267587174,6
,residential,653.0811474914335,6
,residential,433.06510897628516,6
,residential,22.707496409115006,6
,residential,111.92542837653474,6
,residential,246.5132622129998,6
,residential,72.2367682372493,6
,residential,63.67989624567232,6
,residential,442.63169623525647,6
,residential,112.60458405402261,6
,residential,83.73737064969237,6
,residential,65.23297564323012,6
,residential,66.31280524218747,6
,residential,70.83337268093753,6
,residential,178.79492910074794,6
,residential,89.54320834207591,6
,residential,629.4057587774062,6
,residential,223.77143740345716,6
,residential,577.6965184417951,6
,residential,85.01152593076728,6
,residential,209.81475471517382,6
,residential,377.2940118116813,6
,residential,433.7628767630641,6
,residential,335.50456233059447,6
,residential,1235.4863207685523,6
,residential,53.733321958170066,6
,residential,400.4687903747663,6
,residential,58.70208516643298,6
,residential,319.4686267839628,6
,residential,46.11690627485842,6
,residential,237.52713728532373,6
,residential,1937.2154188681598,6
,residential,327.5920190449429,6
,residential,277.222789976328,6
,residential,240.1679037969163,6
,residential,463.5558549583966,6
,residential,182.95707291468392,6
,residential,381.6736099759284,6
,residential,542.0783651315616,6
,residential,277.9742437371537,6
,residential,874.7057869508288,6
,residential,98.20768079880574,6
,residential,337.3640406202321,6
,residential,941.3855631126596,6
,residential,2935.319903261863,6
Elazığ-Bingöl yolu,trunk,14412.038871235462,2
Elazığ-Bingöl yolu,trunk,14412.038871235462,2
Elazığ-Bingöl yolu,trunk,7835.479266433443,2
,trunk,128.7246529632469,2
,tertiary,66.73245187317377,5
,tertiary,1566.6374723633353,5
,tertiary,1317.869840031699,5
Ağın Köprüsü,secondary,702.4108178494323,4
,residential,29.28180233580083,6
,residential,1568.4827761932893,6
,residential,39.2895170168507,6
,residential,25.699568443231342,6
,residential,25.361882029012595,6
,residential,16.606346486699486,6
,residential,126.60594354286746,6
,residential,279.99358805735403,6
,residential,615.6544999162521,6
,residential,2119.1794703995783,6
,residential,446.9722461178839,6
,residential,4203.040470411261,6
,residential,466.2475078703381,6
,residential,156.0444646495522,6
,residential,29.475557158985758,6
,residential,22.128532257974733,6
,residential,964.804232845341,6
,residential,301.00216198877416,6
,residential,783.4810406104899,6
,residential,77.26739695949506,6
,residential,122.55285544186461,6
,residential,1736.2904407622261,6
,residential,388.99177751210897,6
,residential,97.01850478729638,6
,residential,1721.3286243967452,6
,residential,1295.329395361235,6
,residential,510.4945114659303,6
,residential,1410.7826164062901,6
,residential,1068.5513937842495,6
,residential,88.24885576561296,6
,residential,1010.6908549105302,6
,residential,649.0734360197994,6
,residential,706.2447825119306,6
,residential,162.16103965607743,6
,residential,1978.5005671837619,6
,residential,334.088212821415,6
,residential,240.47522428416335,6
,residential,76.8114391665163,6
,residential,896.7433434677208,6
,residential,498.8600419794122,6
,residential,130.61933337838354,6
,residential,2772.0398149847433,6
,residential,215.9817822275077,6
,residential,531.7648058129969,6
,residential,897.2274219874631,6
,residential,602.729560287303,6
,residential,305.97644919264206,6
,residential,107.3109886820659,6
,residential,92.75257662258952,6
,residential,147.68133706306958,6
,residential,50.3158108161156,6
,residential,40.58780829673402,6
,residential,220.33217135941328,6
,residential,99.18509920087502,6
,residential,22.806544246406254,6
,residential,42.64491854287916,6
,residential,96.93790249979918,6
,residential,122.94473960581944,6
,residential,42.390977264772715,6
,residential,679.8826883032248,6
,residential,44.41830245973699,6
,residential,196.63967288937846,6
,residential,391.7412237927218,6
,residential,167.37466131970965,6
,residential,337.8358136417356,6
,residential,74.36274969589958,6
,residential,100.91409082602007,6
,residential,39.58646473879463,6
,residential,201.07062504483415,6
,residential,99.75939809921506,6
,residential,164.92408520275637,6
,residential,21.29965570761838,6
,residential,111.92182760217541,6
,residential,24.940463188902378,6
,residential,100.7528840727294,6
,residential,186.6948848227956,6
,residential,94.56743714996723,6
,tertiary,3372.851999840466,5
,tertiary,2401.3151954661485,5
,tertiary,8258.026228166247,5
,tertiary,1765.2104748741278,5
,residential,118.31730887248271,6
,residential,61.67136856201106,6
,residential,2732.6665948639347,6
,residential,954.5248295603233,6
,residential,692.3901583609393,6
,residential,321.0043725204273,6
,residential,303.40553132077696,6
,residential,57.61220617587387,6
,residential,816.9663687640083,6
,residential,418.813103337479,6
,tertiary,2602.9142526441888,5
Beyhanı - Gökdere yolu,secondary,283.56460343767617,4
,tertiary,1173.1172259755458,5
,residential,179.27632272346668,6
,residential,177.23573843883,6
,residential,207.8064055765047,6
Elâzığ Cevre Yolu (Elâzığ Malatya Yolu),trunk,3195.3672300732287,2
,trunk,3191.8780548161308,2
Beyzade Efendi Bulvarı,secondary,222.67875339612465,4
,residential,221.70234959509182,6
Elazığ - Diyarbakır yolu,trunk,324.40229511729837,2
Elazığ - Diyarbakır yolu,trunk,504.71905058745637,2
Diyarbakır-Elazığ yolu,trunk,484.6556374280077,2
Diyarbakır-Elazığ yolu,trunk,321.4237628353693,2
,residential,823.7844104359651,6
,tertiary,173.85579026974767,5
,tertiary,58.40655996057825,5
,tertiary,2436.297252162959,5
,tertiary,627.9304183463804,5
,residential,1031.4069412407314,6
,residential,1012.4073603973828,6
,tertiary,1965.063207353943,5
,residential,162.73621295522267,6
Elazığ Kuzey Çevreyolu,trunk,13522.508160488544,2
Elazığ Kuzey Çevreyolu,trunk,13498.26308156852,2
,secondary,425.6069346759693,4
,secondary,566.6261131387456,4
,residential,234.61966536827683,6
,residential,207.9254945367948,6
,residential,340.1527085550142,6
,residential,226.73309911703515,6
,residential,224.97478512757567,6
,residential,140.13726339004822,6
,residential,224.13057530195482,6
,residential,235.06079734924933,6
,residential,232.878476807341,6
,residential,229.05412673952682,6
,residential,221.73092974144419,6
,tertiary,503.5238413798898,5
,residential,99.74668959913103,6
,tertiary,423.1609540203515,5
,tertiary,424.97178644751546,5
,residential,465.7153398325026,6
,residential,392.434062776917,6
,tertiary,501.54244787892975,5
,residential,549.1774214526831,6
,residential,545.3141787198444,6
,tertiary,105.6677771744086,5
,residential,180.44981187762266,6
,residential,93.81432269240696,6
,residential,172.8890801651875,6
,residential,184.09335532780568,6
,residential,100.39034329822081,6
,secondary,57.89550693517451,4
,residential,184.27850645195554,6
,residential,189.6620567707816,6
,residential,150.90603944570944,6
,residential,278.90952596628165,6
,residential,652.9541374385631,6
,secondary,109.73426087727478,4
,residential,518.7064122634447,6
,residential,520.9043651916162,6
,residential,271.9073032337992,6
,residential,146.94254444861025,6
,secondary,428.1044837472662,4
,secondary,572.4359927642546,4
,secondary,746.113041797148,4
,secondary,752.4492033781905,4
,residential,158.19315837051175,6
,residential,25.731540964107907,6
,residential,104.01220989658445,6
,residential,420.6192319270945,6
,residential,36.884854149714926,6
,tertiary,90.47658783591712,5
,tertiary,1120.8846147479169,5
,tertiary,1118.8427356254567,5
,residential,1028.8197713309899,6
,residential,42.54446632642516,6
,residential,310.75234609650056,6
,residential,401.2207342423051,6
,residential,56.09120126087211,6
,tertiary,750.7762594370282,5
,tertiary,87.59531117506938,5
,residential,219.61966747312633,6
,residential,166.7425113673636,6
,residential,249.68235233326172,6
,residential,207.04618325158043,6
,residential,192.78711555788098,6
,residential,203.78294849297933,6
,residential,189.79897052126464,6
,residential,107.88688760338025,6
,residential,100.9672274660099,6
,residential,157.02450517543264,6
,residential,155.76790535062472,6
,residential,99.05054577269439,6
,residential,190.43525363113145,6
,residential,209.7830286792624,6
,residential,179.82364701922552,6
,secondary,148.99478411815068,4
,residential,433.14021071274055,6
,residential,301.3443486481351,6
,residential,431.33296793498704,6
,residential,579.7756614767255,6
,residential,431.3235815910965,6
,residential,752.3755895452795,6
,residential,451.5464339087348,6
,residential,76.17056883617224,6
,residential,463.45361451530937,6
,residential,62.144713897410355,6
,residential,494.1115044019394,6
,residential,778.9572580155233,6
,residential,66.58541171036973,6
,residential,440.16365335613995,6
,residential,189.41358751634954,6
,residential,286.5246949555966,6
,residential,306.43540047511,6
,residential,197.15642763767687,6
,residential,62.648527805024365,6
,residential,202.65876071729184,6
,residential,123.58529173432075,6
,residential,840.9796959949698,6
,residential,69.80966848629433,6
,residential,94.60982941777428,6
,residential,341.9406717581051,6
,residential,378.9205639800579,6
,residential,482.14360221386687,6
,residential,895.3219384515007,6
,residential,40.92519213982039,6
,residential,105.41155264846321,6
,residential,191.32297941525928,6
,residential,398.206726281055,6
Kömürhan Tüneli,trunk,3063.868234540214,2
Kömürhan Köprüsü,trunk,748.4771537276424,2
Kömürhan Köprüsü,trunk,748.498257353784,2
Kömürhan Tüneli,trunk,3066.2003209941804,2
Şehit Burhan Gatfar Tüneli,trunk,535.91541277999,2
,trunk,302.775225228246,2
Şehit Burhan Gatfar Tüneli,trunk,431.8982492990359,2
,trunk,286.4439005527145,2
,secondary,1694.4274178554438,4
Kuşsarayı yolu,secondary,3100.354873965112,4
Malatya-Elazığ yolu,primary,1217.916902478399,3
Malatya-Elazığ yolu,primary,1217.916902478399,3
Malatya-Elazığ yolu,primary,1319.019323359734,3
Malatya-Elazığ yolu,primary,1319.019323359734,3
Malatya-Elazığ yolu,trunk,244.10912370371474,2
Malatya-Elazığ yolu,trunk,244.10912370371474,2
Malatya-Elazığ yolu,trunk,312.1358328404207,2
Malatya-Elazığ yolu,trunk,312.1358328404207,2
Malatya-Elazığ yolu,primary,1379.8048787192206,3
Malatya-Elazığ yolu,primary,1338.0093849618277,3
,trunk,262.63497088007995,2
,trunk,311.48757404258095,2
Elazığ-Bingöl yolu,trunk,465.93457118548145,2
Kuşsarayı yolu,secondary,2577.1334727031262,4
Kuşsarayı yolu,secondary,723.8138988582463,4
Kuşsarayı yolu,secondary,110.50343785110888,4
Kuşsarayı yolu,secondary,1854.0540170136765,4
,tertiary,75.04808971859205,5
,tertiary,20.248001050091226,5
,residential,271.8294982309347,6
,residential,48.6082629275019,6
,residential,42.04872811779558,6
,residential,64.78224430546283,6
,residential,699.4698792609412,6
,residential,84.76068348104397,6
,residential,126.47686626457386,6
,residential,67.24601188422162,6
,residential,25.302887524733684,6
,residential,278.781725526368,6
,residential,180.53818008338712,6
,residential,300.412201840153,6
,residential,144.6037584072622,6
,residential,119.91570210463277,6
,residential,66.2952277370523,6
,residential,108.1636201177107,6
,residential,154.00799821126748,6
,residential,18.740599210711796,6
,residential,25.06665552957564,6
,tertiary,1149.3708325877058,5
,tertiary,481.9436830518843,5
,residential,204.14391764042279,6
,residential,203.84056974982155,6
,residential,115.46590032671001,6
,residential,199.2011062833691,6
,residential,186.90478620856683,6
,residential,37.51785135837668,6
,residential,96.06986294503587,6
,residential,244.64037672446764,6
,residential,68.98164069454546,6
,residential,460.2077119729963,6
,residential,359.3689152108762,6
,residential,134.8414383082022,6
,residential,24.877723201904935,6
,residential,224.32255425788256,6
,residential,201.72722370525372,6
,residential,229.84334977119698,6
,residential,20.15613218049875,6
,residential,144.64347807624983,6
,secondary,120.00562854071183,4
,secondary,168.28440431205095,4
,secondary,81.86490126563486,4
,secondary,60.64045811780106,4
,tertiary,933.584942328287,5
,residential,197.8382861361966,6
,residential,307.0518037028536,6
,residential,273.5001657603407,6
,residential,423.0105699941402,6
,residential,164.37961823033936,6
,residential,203.29277188577026,6
,residential,269.09066997207054,6
,residential,430.38477624858166,6
,residential,102.44987679926959,6
,residential,120.98310858014959,6
,residential,177.6995109103886,6
,residential,288.90286180848295,6
,residential,115.91915963516108,6
,residential,59.87729799686276,6
,residential,82.6067460088746,6
,residential,22.299624409745206,6
,residential,165.3185423152931,6
,residential,489.3035227565389,6
,residential,211.78929755817103,6
,tertiary,4000.350664469227,5
,tertiary,6772.638406734417,5
,residential,376.86459518449254,6
,tertiary,285.52573523008294,5
,tertiary,25.00464059105907,5
Alacakaya - Maden yolu,secondary,721.306394247669,4
Alacakaya - Maden yolu,secondary,10.030441867513483,4
,residential,186.11956527629835,6
,residential,198.17852975171013,6
,residential,222.35363188853663,6
,residential,289.2590453855724,6
,residential,124.96711589243503,6
,residential,285.76456254184495,6
,residential,60.524337598439004,6
,residential,47.640172282304604,6
,residential,40.908494667188194,6
,residential,344.73147001530253,6
,residential,86.52931853958222,6
,residential,109.44423828815236,6
,residential,23.47526996985084,6
Demirtaş Köyü,residential,112.84333701578873,6
Demirtaş Köyü,residential,364.03535390733043,6
,residential,524.6612982315852,6
,residential,138.70623348610962,6
,residential,244.67901933823887,6
,residential,338.6846787703368,6
,residential,210.0801549554658,6
,residential,617.4011516760595,6
,residential,827.9449723591874,6
,residential,108.05071209399796,6
,residential,67.44426002584251,6
,residential,104.82094436715012,6
,residential,239.5170852054516,6
,residential,150.0475500262505,6
,residential,165.4236861120468,6
,residential,18.702429112648243,6
,residential,28.477657468172332,6
,tertiary,1692.977064668651,5
,residential,684.0123121697111,6
,residential,1056.0559886785752,6
,residential,126.53927991629725,6
,residential,151.99883775007171,6
,residential,215.1869615217335,6
,residential,321.3574265519834,6
,residential,92.41380210482743,6
,residential,101.27507310932756,6
,residential,219.96125124600889,6
,tertiary,1863.5893025277671,5
,secondary,463.7618136309811,4
,secondary,29.329327189603898,4
,secondary,485.7111565154451,4
,secondary,31.925736895393225,4
,residential,17.027871439762734,6
,residential,7.6971040863344795,6
,residential,72.82638970578569,6
,tertiary,1819.105726420692,5
,tertiary,704.5292531679587,5
,tertiary,657.1560826880709,5
,residential,306.00850269836036,6
,residential,509.1767546486826,6
,secondary,2150.5897281944003,4
,secondary,2162.3331945907025,4
,residential,96.30568933697518,6
,residential,53.11933832695622,6
,residential,650.9213831580336,6
,residential,661.3480917405711,6
,residential,173.57569164284112,6
,residential,620.2582617459502,6
,residential,484.53338133224133,6
,residential,116.28475492441964,6
,residential,131.29716204950944,6
,residential,109.94602855877741,6
,residential,100.9206464542002,6
,residential,515.3514310067283,6
,residential,140.38599410424032,6
,residential,153.07068360088138,6
,residential,1722.3921166949167,6
,residential,1289.2145647944099,6
,residential,32.850381733849645,6
,residential,247.28856723199826,6
,residential,380.17878572390873,6
,residential,270.1063154715249,6
,residential,401.13803118919867,6
,residential,590.368804553515,6
,residential,87.41461270419653,6
,tertiary,48.825225310052616,5
,residential,383.197516158108,6
,residential,198.11520597422913,6
,residential,144.16850004174367,6
,residential,128.11294031631644,6
,residential,137.33702452027023,6
,residential,94.51377258070585,6
,residential,119.13755757529408,6
,residential,1002.698877301948,6
,residential,71.2518708202648,6
,residential,99.00089285009369,6
,residential,31.129397655150882,6
,residential,66.45991547556532,6
,residential,41.49174463180279,6
,residential,183.60050509503895,6
,residential,123.32819131304453,6
,residential,67.8668829486002,6
,residential,176.27663393511583,6
,residential,261.8975479488074,6
,residential,870.967841262973,6
,residential,65.6869812732167,6
,residential,100.7921223308383,6
,residential,131.0928847370797,6
,residential,46.86312930516408,6
,residential,61.96170094572349,6
,residential,343.6194122843172,6
,residential,218.00821848943508,6
,tertiary,4064.184573601687,5
,residential,344.2144751571851,6
,residential,340.164982223187,6
,residential,70.73126270498145,6
,residential,63.09217519064968,6
,residential,594.4866491839268,6
,residential,29.5873889124729,6
,residential,18.646603988206742,6
,residential,46.153834810432436,6
,residential,97.53745940623256,6
,residential,137.48361384906087,6
,residential,923.8676054584848,6
,residential,128.05531408434712,6
,residential,377.4991565138989,6
,residential,1103.210437530541,6
,residential,318.3618323066135,6
,residential,414.9439616169311,6
,residential,325.101872748917,6
,residential,289.2942497569421,6
,residential,684.024159977483,6
Beyhanı - Gökdere yolu,secondary,585.2063612172632,4
,residential,75.77172847901352,6
,residential,25.031142313050072,6
,residential,76.53656575924148,6
,residential,64.8704992298798,6
,residential,50.097732669256686,6
,residential,59.26237578368632,6
,residential,28.632051740381257,6
,residential,41.08180888316894,6
,residential,62.80065453922066,6
,residential,61.554810985006654,6
,residential,14.550108576258747,6
,residential,25.000448965715243,6
,residential,27.764284902408825,6
,residential,24.167011222583923,6
,residential,19.493995220613364,6
,tertiary,1571.6048874818553,5
,residential,161.38527476779802,6
,tertiary,57.66231989946224,5
,residential,38.260196248942215,6
,residential,40.94262562097916,6
,residential,24.33872825628403,6
,residential,66.50066111717584,6
,residential,23.498997882429638,6
,residential,94.05859375088218,6
,residential,38.23137247600117,6
,residential,23.87608664930467,6
,residential,44.832380511968736,6
,residential,17.96954031476956,6
,residential,51.28090881613284,6
,residential,33.051770119675105,6
,residential,91.0718278007449,6
,residential,49.307239280144834,6
,residential,83.34267854716913,6
,residential,63.65177212130198,6
,residential,18.996574646498402,6
,residential,15.589847475184119,6
,residential,5.423124963753605,6
,residential,54.02046404359933,6
,residential,17.738560116360873,6
,residential,24.523261176710214,6
,residential,33.66094945679096,6
,residential,53.718271146801484,6
,residential,34.18523334535576,6
,residential,18.133979902144542,6
,residential,51.534818631506184,6
,residential,56.0514809742498,6
,residential,29.583049813901795,6
,residential,25.068794861820265,6
,residential,20.344392430988805,6
,residential,120.61436317351047,6
,residential,59.62702740096279,6
,residential,50.237526409330464,6
,residential,24.520301209128565,6
,residential,230.48822085309564,6
,residential,10.673576778304488,6
,residential,45.69433330254406,6
,residential,25.19279984793301,6
,residential,39.72557301901572,6
,residential,31.79977996191475,6
,residential,17.525329537087472,6
,residential,16.369050405247528,6
,residential,235.0971795520781,6
,tertiary,91.51468614996398,5
,tertiary,42.64511770043299,5
,tertiary,45.58670316777738,5
,tertiary,23.237466867540714,5
,tertiary,50.3433041399654,5
,tertiary,8.96589024800911,5
,tertiary,30.25581616051754,5
,tertiary,62.99709929165296,5
Cahit Dalokay Bulvarı,primary,568.6504391166748,3
Cahit Dalokay Bulvarı,primary,621.2351090824812,3
Elazığ-Bingöl yolu,trunk,477.2992309721146,2
Elazığ-Bingöl yolu,trunk,523.530643468768,2
,residential,149.00972565054843,6
,residential,418.0134640238053,6
,tertiary,11.780360645989472,5
,tertiary,1616.0074940049137,5
19731. Sokak,residential,2892.761443655292,6
,tertiary,79.7990759911555,5
,tertiary,416.5014588080161,5
,tertiary,724.2451973938043,5
,tertiary,423.13957571042766,5
,residential,499.716935593532,6
,residential,552.7491226580253,6
,residential,552.6625335802149,6
,tertiary,100.55083539912881,5
,residential,376.39618618644556,6
,residential,179.72128851609637,6
,residential,382.87378592993355,6
,tertiary,1539.87830794196,5
,residential,867.5751969575335,6
,tertiary,1452.7849233209186,5
19721. Sokak,tertiary,2600.025939216399,5
,residential,392.8521678107853,6
,residential,236.076519421953,6
,residential,9.115546206456788,6
,residential,131.8663949304073,6
,residential,54.52621654741884,6
,residential,13.417292720664223,6
,residential,149.3457930673926,6
Elazığ-Diyarbakır yolu,trunk,1416.568521193048,2
Elazığ-Diyarbakır yolu,trunk,3570.2759155467666,2
,tertiary,1071.3193200336846,5
,tertiary,1095.6502822637192,5
,tertiary,60.05444109512009,5
,tertiary,55.85860638295553,5
,tertiary,84.21924858189831,5
,residential,53.88119805764851,6
